brand,model,year,price,mileage,horsepower,engine_capacity,engine_type,gear,transmission,bodywork,doors_num,steering_wheel,tech_condition,owners_num,color,vin
Audi,e-tron,2020,7558200,0,408,,ELECTRO,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,WAUZZZGEXLB****17
Audi,A6,2020,2701000,0,190,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,WAUZZZF24LN****74
Audi,A4,2020,3943892,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,WAUZZZF49MA****95
Audi,A3,2020,2016000,0,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,WHITE,WAUZZZ8V4LA****25
Audi,A4,2016,1699000,102000,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,WHITE,
Audi,Q5,2020,3505000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,WAUZZZFY6L2****73
Audi,A3,2020,2016000,0,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,SILVER,WAUZZZ8V1LA****35
Audi,A5,2012,1016000,128594,211,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,COUPE,2,LEFT,,,BLUE,
Audi,A4,2017,1615000,38608,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,GREY,
Audi,A8,2013,1419000,180716,420,4.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,Q5,2015,2000000,50000,224,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,
Audi,A6,2016,2348000,52742,333,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,BLACK,
Audi,Q5,2016,2197800,75162,180,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,
Audi,A8,2011,1075000,158000,290,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,Q5,2020,3888645,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,WAUZZZFY7L2****82
Audi,Q5,2020,3810000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,WAUZZZFY9L2****05
Audi,Q5,2020,3810000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,WAUZZZFY5L2****05
Audi,A4,2015,1437000,64000,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,WHITE,
Audi,A4,2007,369000,136000,130,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,
Audi,Q5,2015,1450000,95000,225,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,
Audi,e-tron,2020,7558200,0,408,,ELECTRO,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,WAUZZZGEXLB****17
Audi,A6,2020,2701000,0,190,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,WAUZZZF24LN****74
Audi,A4,2020,3943892,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,WAUZZZF49MA****95
Audi,A3,2020,2016000,0,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,WHITE,WAUZZZ8V4LA****25
Audi,A4,2016,1699000,102000,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,WHITE,
Audi,Q5,2020,3505000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,WAUZZZFY6L2****73
Audi,A3,2020,2016000,0,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,SILVER,WAUZZZ8V1LA****35
Audi,A5,2012,1016000,128594,211,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,COUPE,2,LEFT,,,BLUE,
Audi,A4,2017,1615000,38608,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,GREY,
Audi,A8,2013,1419000,180716,420,4.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,Q5,2015,2000000,50000,224,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,
Audi,A6,2016,2348000,52742,333,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,BLACK,
Audi,Q5,2016,2197800,75162,180,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,
Audi,A8,2011,1075000,158000,290,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,Q5,2020,3888645,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,WAUZZZFY7L2****82
Audi,Q5,2020,3810000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,WAUZZZFY9L2****05
Audi,Q5,2020,3810000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,WAUZZZFY5L2****05
Audi,A4,2015,1437000,64000,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,WHITE,
Audi,A4,2007,369000,136000,130,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,
Audi,Q5,2015,1450000,95000,225,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,
Audi,Q5,2011,979500,151617,211,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,Q3,2012,1089000,68696,170,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,
Audi,A8,2019,6485000,15659,340,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,Q5,2017,2850000,33582,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,Q5,2020,3610222,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,WAUZZZFY8L2****27
Audi,Q5,2010,1029000,77115,211,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,
Audi,A4,2011,749000,138258,120,1.8,GASOLINE,FORWARD_CONTROL,AT,,4,LEFT,,,SILVER,
Audi,A4,2014,1390000,100104,224,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,4,LEFT,,,WHITE,
Audi,A6,2008,740000,107143,249,3.1,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,WHITE,
Audi,Q7,2016,3950000,59264,249,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,
Audi,A6,2015,2300000,102469,333,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,4,LEFT,,,BLACK,
Audi,Q3,2017,1270000,86201,150,1.4,GASOLINE,FORWARD_CONTROL,AT,,,LEFT,,,BLACK,
Audi,Q7,2016,3500000,63687,249,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BEIGE,
Audi,A4,2020,3943892,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,WAUZZZF41MA****57
Audi,A8,2008,570000,124000,260,3.1,GASOLINE,FORWARD_CONTROL,AT,,,LEFT,,,BLACK,
Audi,Q5,2010,995000,140143,211,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,A6,2018,3397000,19125,340,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,BLACK,
Audi,A1,2014,815000,119523,122,1.4,GASOLINE,FORWARD_CONTROL,AT,HATCHBACK,5,LEFT,,,RED,
Audi,A3,2020,1835000,13874,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLUE,
Audi,Q7,2014,1899000,201437,245,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,
Audi,A8,2015,1943000,90000,310,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,Q7,2008,1150000,205000,326,4.1,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,A3,2020,1885400,0,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,SILVER,WAUZZZ8V3LA****45
Audi,A4,2010,629000,124000,160,1.8,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,WHITE,
Audi,A6,2014,1395000,80822,,2.8,GASOLINE,ALL_WHEEL_DRIVE,,SEDAN,2,LEFT,,,BLUE,
Audi,Q5,2016,1996000,66544,,2.0,GASOLINE,ALL_WHEEL_DRIVE,,,,LEFT,,,BLACK,
Audi,A4,2020,2275000,0,150,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,WAUZZZF47MN****91
Audi,A4,2020,2275000,0,150,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLUE,WAUZZZF44MN****53
Audi,Q5,2009,959000,240690,239,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,
Audi,A5,2019,3100000,29619,190,2.0,DIESEL,ALL_WHEEL_DRIVE,AT,,2,LEFT,,,WHITE,
Audi,TT,2010,939000,113692,211,2.0,GASOLINE,FORWARD_CONTROL,AT,COUPE,2,LEFT,,,RED,
Audi,A6,2020,2701000,0,190,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,WAUZZZF28LN****33
Audi,A6,2020,2701000,0,190,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,WAUZZZF20LN****82
Audi,A6,2020,2701000,0,190,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,WAUZZZF23LN****07
Audi,A6,2020,2701000,0,190,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,WAUZZZF24LN****97
Audi,A6,2020,2701000,0,190,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,WAUZZZF2XLN****24
Audi,A6,2020,2701000,0,190,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,WAUZZZF22LN****52
Audi,e-tron,2020,7787700,0,408,,ELECTRO,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,WAUZZZGEXLB****41
Audi,e-tron,2020,7608500,0,408,,ELECTRO,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,WAUZZZGE7LB****24
Audi,A8,2018,7499000,18099,460,4.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,A8,2019,6700000,25340,249,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,A8,2019,7100000,24404,340,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,Q3,2016,1627975,84891,180,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,,
Audi,A6,2016,1624044,87931,190,1.8,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,
Audi,Q8,2018,5261740,26649,340,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,
Audi,Q3,2013,1220000,127256,170,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,A5,2017,2895000,51000,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,2,LEFT,,,GREY,
Audi,A4,2019,2648000,7123,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,
Audi,A4,2017,1888000,36291,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,
Audi,A4,2012,1048000,103450,211,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,BLACK,
Audi,A5,2013,1080000,123892,211,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,COUPE,2,LEFT,,,BLUE,
Audi,Q7,2007,735000,188000,350,4.2,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,A1,2015,999000,94922,125,1.4,GASOLINE,FORWARD_CONTROL,AT,HATCHBACK,5,LEFT,,,BLACK,
Audi,Q5,2012,849000,98000,211,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,A4,2017,2169000,81412,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,BLACK,
Audi,A6,2016,2099000,65611,333,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,SILVER,
Audi,A3,2010,439000,263390,125,1.4,GASOLINE,FORWARD_CONTROL,AT,HATCHBACK,5,LEFT,,,BLUE,
Audi,Q3,2015,1582000,101696,180,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,Q7,2016,3650000,81650,249,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BROWN,
Audi,A5,2010,798000,203556,211,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,COUPE,2,LEFT,,,WHITE,
Audi,A6,2011,1149000,114203,204,2.8,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,GREY,
Audi,Q7,2010,1360000,157987,238,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,
Audi,A8,2006,515000,197600,350,4.1,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,Q7,2016,3590000,77985,249,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BEIGE,
Audi,A3,2013,890000,66781,122,1.4,GASOLINE,FORWARD_CONTROL,AT,HATCHBACK,5,LEFT,,,WHITE,
Audi,A3,2017,1080000,80410,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,
Audi,Q3,2016,1795000,53472,180,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,A4,2014,1135000,83022,170,1.8,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,WHITE,
