brand,model,year,mileage,engine_type,transmission,color,bodywork,doors_num,steering_wheel,vin,owners_num,tech_condition,horsepower,engine_capacity,price,price_currency,price_with_nds 
Audi,A4,2007,158000,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,200,2.0 AT (200 л.с.) 4WD,600000,RUR,False
Audi,Q5,2020,0,DIESEL,ALL_WHEEL_DRIVE,97948F,ALLROAD_5_DOORS,5,LEFT,WAU**************,0,NOT_BEATEN,249,3.0d AT (249 л.с.) 4WD,4668309,RUR,False
Audi,A1,2012,117893,GASOLINE,FORWARD_CONTROL,FAFBFB,HATCHBACK_3_DOORS,3,LEFT,WAU**************,2,NOT_BEATEN,122,1.4 AMT (122 л.с.),699000,RUR,False
Audi,A6,2013,146090,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,204,2.8 AMT (204 л.с.) 4WD,1199000,RUR,False
Audi,A5,2010,51226,GASOLINE,FORWARD_CONTROL,FAFBFB,COUPE,2,LEFT,WAU**************,2,NOT_BEATEN,160,1.8 CVT (160 л.с.),999000,RUR,False
Audi,Q5,2013,176817,GASOLINE,ALL_WHEEL_DRIVE,040001,ALLROAD_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,225,2.0 AT (225 л.с.) 4WD,1249000,RUR,False
Audi,Q5,2015,49400,GASOLINE,ALL_WHEEL_DRIVE,FAFBFB,ALLROAD_5_DOORS,5,LEFT,WAU**************,2,NOT_BEATEN,225,2.0 AT (225 л.с.) 4WD,1850000,RUR,False
Audi,A8,2012,140000,DIESEL,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,350,Long 4.1d AT (350 л.с.) 4WD,2150000,RUR,False
Audi,A4,2009,170000,GASOLINE,FORWARD_CONTROL,FAFBFB,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,160,1.8 CVT (160 л.с.),620000,RUR,False
Audi,Q5,2020,0,GASOLINE,ALL_WHEEL_DRIVE,FAFBFB,ALLROAD_5_DOORS,5,LEFT,WAU**************,0,NOT_BEATEN,249,2.0 AMT (249 л.с.) 4WD,3670000,RUR,False
Audi,A5,2008,193700,GASOLINE,ALL_WHEEL_DRIVE,0000CC,COUPE,2,LEFT,WAU**************,3,NOT_BEATEN,265,3.2 AT (265 л.с.) 4WD,520000,RUR,False
Audi,A4,2011,137000,GASOLINE,FORWARD_CONTROL,97948F,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,160,1.8 CVT (160 л.с.),700000,RUR,False
Audi,A4,2004,330360,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,170,1.8 CVT (170 л.с.),250000,RUR,False
Audi,Q7,2008,299000,DIESEL,ALL_WHEEL_DRIVE,97948F,ALLROAD_5_DOORS,5,LEFT,WAU**************,2,NOT_BEATEN,326,4.1d AT (326 л.с.) 4WD,850000,RUR,False
Audi,Q7,2014,144805,DIESEL,ALL_WHEEL_DRIVE,200204,ALLROAD_5_DOORS,5,LEFT,XW8**************,1,NOT_BEATEN,245,3.0d AT (245 л.с.) 4WD,1999000,RUR,False
Audi,A4,2012,156000,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,211,2.0 AMT (211 л.с.) 4WD,910000,RUR,False
Audi,Q5,2020,0,GASOLINE,ALL_WHEEL_DRIVE,040001,ALLROAD_5_DOORS,5,LEFT,WAU**************,0,NOT_BEATEN,249,2.0 AMT (249 л.с.) 4WD,4019000,RUR,False
Audi,A4,2003,149000,GASOLINE,FORWARD_CONTROL,97948F,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,170,2.4 CVT (170 л.с.),365000,RUR,False
Audi,TT,1999,180178,GASOLINE,ALL_WHEEL_DRIVE,CACECB,COUPE,2,LEFT,TRU**************,3,NOT_BEATEN,180,1.8 MT (180 л.с.) 4WD,360000,RUR,False
Audi,A6,2015,51500,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,1,NOT_BEATEN,190,1.8 AMT (190 л.с.),1849000,RUR,False
Audi,A4,2009,160000,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,2,NOT_BEATEN,120,1.8 CVT (120 л.с.),510000,RUR,False
Audi,Q3,2017,132042,GASOLINE,ALL_WHEEL_DRIVE,0000CC,ALLROAD_5_DOORS,5,LEFT,WAU**************,2,NOT_BEATEN,180,2.0 AMT (180 л.с.) 4WD,1599000,RUR,False
Audi,A6,2014,181000,GASOLINE,FORWARD_CONTROL,0000CC,SEDAN,4,LEFT,WAU**************,2,NOT_BEATEN,180,2.0 CVT (180 л.с.),980000,RUR,False
Audi,A8,2015,160000,DIESEL,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,,3,NOT_BEATEN,250,Long 3.0d AT (250 л.с.) 4WD,2650000,RUR,False
Audi,Q3,2017,88917,GASOLINE,ALL_WHEEL_DRIVE,97948F,ALLROAD_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,180,2.0 AMT (180 л.с.) 4WD,1671000,RUR,False
Audi,A6,2013,122339,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,1,NOT_BEATEN,180,2.0 CVT (180 л.с.),1125000,RUR,False
Audi,A4,2005,237000,GASOLINE,ALL_WHEEL_DRIVE,FAFBFB,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,200,2.0 AT (200 л.с.) 4WD,350000,RUR,False
Audi,A6,1998,371000,GASOLINE,FORWARD_CONTROL,0000CC,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,165,2.4 AT (165 л.с.),190000,RUR,False
Audi,Q5,2010,102000,GASOLINE,ALL_WHEEL_DRIVE,040001,ALLROAD_5_DOORS,5,LEFT,XW8**************,3,NOT_BEATEN,211,2.0 AMT (211 л.с.) 4WD,829000,RUR,False
Audi,A4,2012,102000,GASOLINE,FORWARD_CONTROL,FAFBFB,SEDAN,4,LEFT,WAU**************,2,NOT_BEATEN,120,1.8 CVT (120 л.с.),810000,RUR,False
Audi,A5,2012,128594,GASOLINE,ALL_WHEEL_DRIVE,0000CC,COUPE,2,LEFT,WAU**************,1,NOT_BEATEN,211,2.0 AMT (211 л.с.) 4WD,1036000,RUR,False
Audi,A1,2010,52148,GASOLINE,FORWARD_CONTROL,200204,HATCHBACK_3_DOORS,3,LEFT,WAU**************,2,NOT_BEATEN,122,1.4 AMT (122 л.с.),590000,RUR,False
Audi,A6,2017,83140,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,1,NOT_BEATEN,190,1.8 AMT (190 л.с.),1795000,RUR,False
Audi,Q3,2017,82236,GASOLINE,ALL_WHEEL_DRIVE,FAFBFB,ALLROAD_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,180,2.0 AMT (180 л.с.) 4WD,1751000,RUR,False
Audi,A8,2015,104500,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,XW8**************,2,NOT_BEATEN,435,Long 4.0 AT (435 л.с.) 4WD,2399000,RUR,False
Audi,A5,2012,104500,GASOLINE,FORWARD_CONTROL,040001,COUPE,2,LEFT,WAU**************,3,NOT_BEATEN,170,1.8 CVT (170 л.с.),800000,RUR,False
Audi,A4,2003,181000,GASOLINE,FORWARD_CONTROL,200204,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,130,2.0 MT (130 л.с.),370000,RUR,False
Audi,A4,2017,58553,GASOLINE,FORWARD_CONTROL,FAFBFB,SEDAN,4,LEFT,WAU**************,1,NOT_BEATEN,150,1.4 AMT (150 л.с.),1717012,RUR,False
Audi,A6,1999,400000,DIESEL,FORWARD_CONTROL,CACECB,WAGON_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,150,2.5d AT (150 л.с.),290000,RUR,False
Audi,A4,2014,86500,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,2,NOT_BEATEN,120,1.8 CVT (120 л.с.),1100000,RUR,False
Audi,A4,2001,360000,GASOLINE,FORWARD_CONTROL,0000CC,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,130,2.0 CVT (130 л.с.),290000,RUR,False
Audi,A6,1994,158437,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,174,2.8 AT (174 л.с.),380000,RUR,False
Audi,A3,2013,178000,GASOLINE,FORWARD_CONTROL,200204,HATCHBACK_5_DOORS,5,LEFT,WAU**************,2,NOT_BEATEN,122,1.4 AMT (122 л.с.),750000,RUR,False
Audi,A6 allroad,2008,235000,DIESEL,ALL_WHEEL_DRIVE,97948F,WAGON_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,233,3.0d AT (233 л.с.) 4WD,1000000,RUR,False
Audi,Q7,2013,220000,DIESEL,ALL_WHEEL_DRIVE,200204,ALLROAD_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,245,3.0d AT (245 л.с.) 4WD,1446000,RUR,False
Audi,A6,2019,36899,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,1,NOT_BEATEN,245,45 TFSI 2.0 AMT (245 л.с.) 4WD,3350000,RUR,False
Audi,A6,2013,80000,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,2,NOT_BEATEN,180,2.0 CVT (180 л.с.),1395000,RUR,False
Audi,A6,2007,114900,GASOLINE,FORWARD_CONTROL,97948F,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,170,2.0 CVT (170 л.с.),479000,RUR,False
Audi,A4,2006,179183,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,2,NOT_BEATEN,200,2.0 AT (200 л.с.) 4WD,415000,RUR,False
Audi,Q3,2014,254500,GASOLINE,ALL_WHEEL_DRIVE,FAFBFB,ALLROAD_5_DOORS,5,LEFT,WAU**************,2,NOT_BEATEN,170,2.0 AMT (170 л.с.) 4WD,1180000,RUR,False
Audi,A7,2011,71000,GASOLINE,ALL_WHEEL_DRIVE,FAFBFB,LIFTBACK,5,LEFT,WAU**************,2,NOT_BEATEN,300,3.0 AMT (300 л.с.) 4WD,1480000,RUR,False
Audi,A5,2009,196500,GASOLINE,ALL_WHEEL_DRIVE,CACECB,LIFTBACK,5,LEFT,WAU**************,3,NOT_BEATEN,211,2.0 AMT (211 л.с.) 4WD,730000,RUR,False
Audi,A6,2016,120000,GASOLINE,ALL_WHEEL_DRIVE,FAFBFB,SEDAN,4,LEFT,NW8**************,3,NOT_BEATEN,249,2.0 AMT (249 л.с.) 4WD,1600000,RUR,False
Audi,e-tron,2019,885,ELECTRO,ALL_WHEEL_DRIVE,FAFBFB,ALLROAD_5_DOORS,5,LEFT,WA1**************,1,NOT_BEATEN,408,55 Electro AT (301 кВт) 4WD,6547737,RUR,False
Audi,A6,2016,50000,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,XW8**************,3,NOT_BEATEN,333,3.0 AMT (333 л.с.) 4WD,1850000,RUR,False
Audi,A4,2017,38608,GASOLINE,FORWARD_CONTROL,97948F,SEDAN,4,LEFT,WAU**************,2,NOT_BEATEN,150,1.4 AMT (150 л.с.),1615000,RUR,False
Audi,A6,2006,215340,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,177,2.4 CVT (177 л.с.),660000,RUR,False
Audi,A8,2006,216754,GASOLINE,ALL_WHEEL_DRIVE,CACECB,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,280,3.7 AT (280 л.с.) 4WD,480000,RUR,False
Audi,A4,1996,419000,GASOLINE,FORWARD_CONTROL,4A2197,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,101,1.6 MT (101 л.с.),90000,RUR,False
Audi,A6 allroad,2002,413000,GASOLINE,ALL_WHEEL_DRIVE,97948F,WAGON_5_DOORS,5,LEFT,WA1**************,3,NOT_BEATEN,250,2.7 AT (250 л.с.) 4WD,300000,RUR,False
Audi,A5,2010,143000,GASOLINE,FORWARD_CONTROL,FAFBFB,COUPE,2,LEFT,WAU**************,3,NOT_BEATEN,160,1.8 CVT (160 л.с.),700000,RUR,False
Audi,Q5,2016,61193,GASOLINE,ALL_WHEEL_DRIVE,0000CC,ALLROAD_5_DOORS,5,LEFT,WAU**************,2,NOT_BEATEN,230,2.0 AT (230 л.с.) 4WD,2200000,RUR,False
Audi,A4,2002,252000,GASOLINE,ALL_WHEEL_DRIVE,0000CC,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,170,1.8 AT (170 л.с.) 4WD,320000,RUR,False
Audi,A7,2011,187000,GASOLINE,ALL_WHEEL_DRIVE,C49648,LIFTBACK,5,LEFT,WAU**************,3,NOT_BEATEN,204,2.8 AMT (204 л.с.) 4WD,955000,RUR,False
Audi,80,1991,424667,GASOLINE,FORWARD_CONTROL,EE1D19,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,90,1.8 MT (90 л.с.),165000,RUR,False
Audi,A3,2005,189500,GASOLINE,FORWARD_CONTROL,EE1D19,HATCHBACK_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,102,1.6 AT (102 л.с.),330000,RUR,False
Audi,A8,2019,0,DIESEL,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,249,45 TDI Long 3.0d AT (249 л.с.) 4WD,7290000,RUR,False
Audi,A5,2012,93000,GASOLINE,ALL_WHEEL_DRIVE,200204,LIFTBACK,5,LEFT,WAU**************,3,NOT_BEATEN,211,2.0 AMT (211 л.с.) 4WD,1150000,RUR,False
Audi,A6 allroad,2004,332000,DIESEL,ALL_WHEEL_DRIVE,97948F,WAGON_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,180,2.5d AT (180 л.с.) 4WD,500000,RUR,False
Audi,Q7,2019,39155,DIESEL,ALL_WHEEL_DRIVE,040001,ALLROAD_5_DOORS,5,LEFT,XW8**************,1,NOT_BEATEN,249,3.0d AT (249 л.с.) 4WD,4150000,RUR,False
Audi,A6,2000,260000,GASOLINE,FORWARD_CONTROL,CACECB,SEDAN,4,LEFT,WAU**************,2,NOT_BEATEN,150,1.8 CVT (150 л.с.),265000,RUR,False
Audi,A6,2015,77785,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,1,NOT_BEATEN,190,1.8 AMT (190 л.с.),1495000,RUR,False
Audi,A6,2014,120700,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,180,2.0 CVT (180 л.с.),1195000,RUR,False
Audi,A5,2013,119000,GASOLINE,ALL_WHEEL_DRIVE,0000CC,LIFTBACK,5,LEFT,WAU**************,3,NOT_BEATEN,225,2.0 AMT (225 л.с.) 4WD,1270000,RUR,False
Audi,A3,1998,320000,GASOLINE,FORWARD_CONTROL,040001,HATCHBACK_3_DOORS,3,LEFT,WAU**************,3,NOT_BEATEN,101,1.6 MT (101 л.с.),120000,RUR,False
Audi,A6,2016,151035,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,2,NOT_BEATEN,190,1.8 AMT (190 л.с.),1449000,RUR,False
Audi,Q7,2015,159686,DIESEL,ALL_WHEEL_DRIVE,97948F,ALLROAD_5_DOORS,5,LEFT,WAU**************,2,NOT_BEATEN,249,3.0d AT (249 л.с.) 4WD,2740000,RUR,False
Audi,A7,2020,0,GASOLINE,ALL_WHEEL_DRIVE,4A2197,LIFTBACK,5,LEFT,WAU**************,0,NOT_BEATEN,340,55 TFSI 3.0 AMT (340 л.с.) 4WD,6272929,RUR,False
Audi,Q3,2013,110021,GASOLINE,ALL_WHEEL_DRIVE,FAFBFB,ALLROAD_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,170,2.0 AMT (170 л.с.) 4WD,1169000,RUR,False
Audi,80,1991,357457,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,90,1.8 MT (90 л.с.),80000,RUR,False
Audi,A6,2002,200000,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,170,2.4 CVT (170 л.с.),285000,RUR,False
Audi,TT,2010,113692,GASOLINE,FORWARD_CONTROL,EE1D19,COUPE,2,LEFT,TRU**************,3,NOT_BEATEN,211,2.0 AMT (211 л.с.),939000,RUR,False
Audi,TT,2000,184000,GASOLINE,ALL_WHEEL_DRIVE,97948F,CABRIO,2,LEFT,TRU**************,3,NOT_BEATEN,225,1.8 MT (225 л.с.) 4WD,479000,RUR,False
Audi,A3,2014,107300,GASOLINE,FORWARD_CONTROL,EE1D19,HATCHBACK_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,122,1.4 AMT (122 л.с.),764000,RUR,False
Audi,A5,2016,65696,GASOLINE,ALL_WHEEL_DRIVE,200204,COUPE,2,LEFT,WAU**************,3,NOT_BEATEN,249,2.0 AMT (249 л.с.) 4WD,2097000,RUR,False
Audi,A6,2006,148500,GASOLINE,ALL_WHEEL_DRIVE,97948F,SEDAN,4,LEFT,WAU**************,1,NOT_BEATEN,255,3.1 AT (255 л.с.) 4WD,510000,RUR,False
Audi,Q3,2015,70000,GASOLINE,ALL_WHEEL_DRIVE,EE1D19,ALLROAD_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,180,2.0 AMT (180 л.с.) 4WD,1500000,RUR,False
Audi,100,1993,270000,GASOLINE,FORWARD_CONTROL,040001,WAGON_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,150,2.6 MT (150 л.с.),120000,RUR,False
Audi,RS 6,2015,32360,GASOLINE,ALL_WHEEL_DRIVE,22A0F8,WAGON_5_DOORS,5,LEFT,WUA**************,3,NOT_BEATEN,560,4.0 AT (560 л.с.) 4WD,5095000,RUR,False
Audi,Q7,2020,4700,DIESEL,ALL_WHEEL_DRIVE,040001,ALLROAD_5_DOORS,5,LEFT,XW8**************,1,NOT_BEATEN,249,45 TDI 3.0d AT (249 л.с.) 4WD,6199000,RUR,False
Audi,Q5,2012,91345,GASOLINE,ALL_WHEEL_DRIVE,FAFBFB,ALLROAD_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,225,2.0 AT (225 л.с.) 4WD,1359000,RUR,False
Audi,A4,2007,293753,DIESEL,FORWARD_CONTROL,040001,WAGON_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,170,2.0d MT (170 л.с.),438000,RUR,False
Audi,A4,2008,168000,GASOLINE,FORWARD_CONTROL,CACECB,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,160,1.8 CVT (160 л.с.),500000,RUR,False
Audi,A6,2011,150000,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,180,2.0 CVT (180 л.с.),1000000,RUR,False
Audi,Q7,2009,222031,DIESEL,ALL_WHEEL_DRIVE,200204,ALLROAD_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,340,4.1d AT (340 л.с.) 4WD,1130000,RUR,False
Audi,A5,2014,89000,GASOLINE,ALL_WHEEL_DRIVE,040001,COUPE,2,LEFT,WAU**************,3,NOT_BEATEN,225,2.0 AMT (225 л.с.) 4WD,1450000,RUR,False
Audi,A6,1998,260000,GASOLINE,FORWARD_CONTROL,0000CC,SEDAN,4,LEFT,WAU**************,1,NOT_BEATEN,165,2.4 AT (165 л.с.),330000,RUR,False
Audi,A4,2014,93179,GASOLINE,FORWARD_CONTROL,FAFBFB,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,120,1.8 CVT (120 л.с.),870000,RUR,False
Audi,A3,1998,328613,GASOLINE,FORWARD_CONTROL,EE1D19,HATCHBACK_3_DOORS,3,LEFT,WAU**************,3,NOT_BEATEN,101,1.6 MT (101 л.с.),180000,RUR,False
Audi,A4,2017,87278,GASOLINE,FORWARD_CONTROL,97948F,SEDAN,4,LEFT,WAU**************,1,NOT_BEATEN,150,1.4 AMT (150 л.с.),1678000,RUR,False
Audi,A6,2012,170000,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,2,NOT_BEATEN,180,2.0 CVT (180 л.с.),950000,RUR,False
Audi,A3,2012,119000,GASOLINE,FORWARD_CONTROL,FAFBFB,HATCHBACK_5_DOORS,5,LEFT,WAU**************,2,NOT_BEATEN,105,1.2 AMT (105 л.с.),510000,RUR,False
Audi,Q3,2013,139000,GASOLINE,ALL_WHEEL_DRIVE,FAFBFB,ALLROAD_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,170,2.0 AMT (170 л.с.) 4WD,1005000,RUR,False
Audi,Q5,2015,145233,DIESEL,ALL_WHEEL_DRIVE,FAFBFB,ALLROAD_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,177,2.0d AMT (177 л.с.) 4WD,1625000,RUR,False
Audi,A4,2004,190000,GASOLINE,FORWARD_CONTROL,0000CC,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,163,1.8 CVT (163 л.с.),350000,RUR,False
Audi,Q7,2008,265000,DIESEL,ALL_WHEEL_DRIVE,040001,ALLROAD_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,326,4.1d AT (326 л.с.) 4WD,855000,RUR,False
Audi,Q7,2007,168000,GASOLINE,ALL_WHEEL_DRIVE,0000CC,ALLROAD_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,350,4.2 AT (350 л.с.) 4WD,680000,RUR,False
Audi,Q5,2013,120378,GASOLINE,ALL_WHEEL_DRIVE,0000CC,ALLROAD_5_DOORS,5,LEFT,XW8**************,1,NOT_BEATEN,225,2.0 AT (225 л.с.) 4WD,1475000,RUR,False
Audi,Q3,2011,110255,GASOLINE,ALL_WHEEL_DRIVE,200204,ALLROAD_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,211,2.0 AMT (211 л.с.) 4WD,989000,RUR,False
Audi,A6 allroad,2001,232000,GASOLINE,ALL_WHEEL_DRIVE,97948F,WAGON_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,250,2.7 AT (250 л.с.) 4WD,240000,RUR,False
Audi,A4,2002,230000,GASOLINE,ALL_WHEEL_DRIVE,CACECB,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,150,1.8 AT (150 л.с.) 4WD,353000,RUR,False
Audi,A8,2013,125000,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,XW8**************,1,NOT_BEATEN,290,Long 3.0 AT (290 л.с.) 4WD,1300000,RUR,False
Audi,80,1991,130000,GASOLINE,FORWARD_CONTROL,0000CC,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,90,1.8 MT (90 л.с.),80000,RUR,False
Audi,Q7,2016,108165,DIESEL,ALL_WHEEL_DRIVE,FAFBFB,ALLROAD_5_DOORS,5,LEFT,XW8**************,2,NOT_BEATEN,249,3.0d AT (249 л.с.) 4WD,3590000,RUR,False
Audi,Q5,2014,200000,DIESEL,ALL_WHEEL_DRIVE,FAFBFB,ALLROAD_5_DOORS,5,LEFT,XW8**************,1,NOT_BEATEN,177,2.0d AMT (177 л.с.) 4WD,1430000,RUR,False
Audi,A6,2010,96310,GASOLINE,ALL_WHEEL_DRIVE,CACECB,WAGON_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,290,3.0 AT (290 л.с.) 4WD,824000,RUR,False
Audi,Q7,2013,85656,DIESEL,ALL_WHEEL_DRIVE,200204,ALLROAD_5_DOORS,5,LEFT,XW8**************,3,NOT_BEATEN,245,3.0d AT (245 л.с.) 4WD,2150000,RUR,False
Audi,Q3,2015,78868,GASOLINE,ALL_WHEEL_DRIVE,FAFBFB,ALLROAD_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,180,2.0 AMT (180 л.с.) 4WD,1528000,RUR,False
Audi,Q3,2011,250000,GASOLINE,ALL_WHEEL_DRIVE,FAFBFB,ALLROAD_5_DOORS,5,LEFT,WAU**************,2,NOT_BEATEN,211,2.0 AMT (211 л.с.) 4WD,880000,RUR,False
Audi,100,1992,518000,GASOLINE,FORWARD_CONTROL,0000CC,WAGON_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,133,2.3 MT (133 л.с.),130000,RUR,False
Audi,A8,2012,131952,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,2,NOT_BEATEN,290,3.0 AT (290 л.с.) 4WD,1230000,RUR,False
Audi,A6,2010,238030,GASOLINE,ALL_WHEEL_DRIVE,97948F,SEDAN,4,LEFT,XW8**************,3,NOT_BEATEN,220,2.8 AT (220 л.с.) 4WD,700000,RUR,False
Audi,A6,2002,285000,GASOLINE,FORWARD_CONTROL,0000CC,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,170,2.4 MT (170 л.с.),350000,RUR,False
Audi,A3,2012,124000,GASOLINE,FORWARD_CONTROL,040001,HATCHBACK_5_DOORS,5,LEFT,WAU**************,2,NOT_BEATEN,105,1.2 AMT (105 л.с.),520000,RUR,False
Audi,80,1989,350000,GASOLINE,FORWARD_CONTROL,CACECB,SEDAN,4,LEFT,1***********,3,NOT_BEATEN,113,2.0 MT (113 л.с.),90000,RUR,False
Audi,A6,1999,267000,GASOLINE,FORWARD_CONTROL,CACECB,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,193,2.8 AT (193 л.с.),310000,RUR,False
Audi,A3,2011,144800,GASOLINE,FORWARD_CONTROL,FAFBFB,HATCHBACK_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,105,1.2 AMT (105 л.с.),480000,RUR,False
Audi,A8,2013,185552,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,XW8**************,1,NOT_BEATEN,290,Long 3.0 AT (290 л.с.) 4WD,1399000,RUR,False
Audi,Q7,2006,312241,DIESEL,ALL_WHEEL_DRIVE,97948F,ALLROAD_5_DOORS,5,LEFT,WAU**************,2,NOT_BEATEN,233,3.0d AT (233 л.с.) 4WD,759000,RUR,False
Audi,A4,1995,250000,GASOLINE,FORWARD_CONTROL,EE1D19,SEDAN,4,LEFT,WAU**************,1,NOT_BEATEN,125,1.8 MT (125 л.с.),125000,RUR,False
Audi,A4,2014,80250,GASOLINE,FORWARD_CONTROL,FAFBFB,SEDAN,4,LEFT,WAU**************,2,NOT_BEATEN,120,1.8 CVT (120 л.с.),1090000,RUR,False
Audi,Q5,2012,194999,GASOLINE,ALL_WHEEL_DRIVE,0000CC,ALLROAD_5_DOORS,5,LEFT,WAU**************,2,NOT_BEATEN,225,2.0 AT (225 л.с.) 4WD,1190000,RUR,False
Audi,80,1991,370000,GASOLINE,FORWARD_CONTROL,660099,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,137,2.0 MT (137 л.с.),170000,RUR,False
Audi,Q5,2013,210000,GASOLINE,ALL_WHEEL_DRIVE,0000CC,ALLROAD_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,225,2.0 AT (225 л.с.) 4WD,1200000,RUR,False
Audi,Q7,2011,106000,GASOLINE,ALL_WHEEL_DRIVE,040001,ALLROAD_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,272,3.0 AT (272 л.с.) 4WD,1350000,RUR,False
Audi,Q3,2017,82695,GASOLINE,ALL_WHEEL_DRIVE,97948F,ALLROAD_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,180,2.0 AMT (180 л.с.) 4WD,1599900,RUR,False
